CORE-ID,CDISC Rule ID,Organization,Standard Name,Standard Version,Status,Sensitivity,Rule Type,Executability,Scope,Error Message,Output Variables,Description,Check,Operations
CDISC.SDTMIG.CG0037,CG0037,CDISC,SDTMIG,"3.4,3.3,3.2",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['EVENTS']}, 'Domains': {'Exclude': ['DS', 'DV', 'HO']}}",Primary analysis was used but --SOCCD and --BDSYCD are not equal,"--TERM,--BDSYCD,--SOCCD",Raise an error when primary SOC is used for analysis and SOC Code is not equal to Body System Code,"{'all': [{'name': '--SOCCD', 'operator': 'not_equal_to', 'value': '--BDSYCD'}]}",
CDISC.SDTMIG.CG0043,CG0043,CDISC,SDTMIG,"3.4,3.2,3.3",Draft,Variable,Record Data,Fully Executable,"{'Classes': {'Include': ['EVENTS']}, 'Domains': {'Include': ['AE']}}","Missing SUPPAE.QNAM=AESOSP, where AESMIE=Y","AESOSP,AESMIE",When AESMIE=Y then SUPPAE.QNAM=AESOSP should be present,"{'all': [{'name': 'AESMIE', 'operator': 'equal_to', 'value': 'Y'}, {'name': 'QNAM', 'operator': 'equal_to', 'value': 'AESOSP'}, {'name': 'QVAL', 'operator': 'non_empty'}]}",
CDISC.SDTMIG.CG0047,CG0047,CDISC,SDTMIG,"3.4,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['EVENTS']}, 'Domains': {'Include': ['ALL']}}",--MODIFY is not populated when --TERM has been modified for coding,,Trigger error when --TERM has been modified for coding and --MODIFY is null,"{'all': [{'name': None, 'operator': None}, {'name': '--MODIFY', 'operator': 'empty'}]}",
CDISC.SDTMIG.CG0063,CG0063,CDISC,SDTMIG,3.2,Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['EVENTS']}, 'Domains': {'Include': ['DS']}}",,,,{'all': []},
CDISC.SDTMIG.CG0066,CG0066,CDISC,SDTMIG,3.2,Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['EVENTS']}, 'Domains': {'Include': ['DS']}}",,,,{'all': []},
CDISC.SDTMIG.CG0068,CG0068,CDISC,SDTMIG,"3.4,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['EVENTS']}, 'Domains': {'Include': ['DS']}}","The earliest disposition date for ""INFORMED CONSENT OBTAINED"" is not equal to DM.RFICDTC",,"When there are multiple informed consents obtained and DSDECOD = 'INFORMED CONSENT OBTAINED', the earliest DSSTDTC for each subject should be equal to DM.RFICDTC.","{'all': [{'operator': 'present_on_multiple_rows_within', 'target': 'DSDECOD', 'comparator': 'INFORMED CONSENT OBTAINED', 'within': 'USUBJID'}, {'name': 'DSDECOD', 'operator': 'equal_to', 'value': 'INFORMED CONSENT OBTAINED'}, {'name': '$min_ds_dsstdtc', 'operator': 'equal_to', 'value': '$dm_rficdtc'}]}","{'domain': 'DM', 'id': '$dm_rficdtc', 'name': 'USUBJID', 'operator': 'distinct'},{'domain': 'DS', 'id': '$min_ds_dsstdtc', 'name': 'DSSTDTC', 'operator': 'min_date', 'group': ['USUBJID']}"
CDISC.SDTMIG.CG0071,CG0071,CDISC,SDTMIG,"3.4,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['EVENTS']}, 'Domains': {'Include': ['DS']}}",DSTERM does not equal 'COMPLETED' or the reason for discontinuation when DSCAT = 'DISPOSITION EVENT',,Trigger error when DSCAT = 'DISPOSITION EVENT' and DSTERM does not equal 'COMPLETED' or the reason for discontinuation,{'all': [{'name': None}]},
CDISC.SDTMIG.CG0073,CG0073,CDISC,SDTMIG,3.2,Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['EVENTS']}, 'Domains': {'Include': ['DS']}}",,,,{'all': []},
CDISC.SDTMIG.CG0076,CG0076,CDISC,SDTMIG,"3.4,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['EVENTS']}, 'Domains': {'Include': ['DV']}}",Deviation event must not be derived deviation,,"Trigger error if deviation record is a derived variable, not a deviation that was collected",{'all': None},
CDISC.SDTMIG.CG0077,CG0077,CDISC,SDTMIG,"3.4,3.2,3.3",Draft,Dataset,Record Data,Fully Executable,"{'Classes': {'Include': ['EVENTS']}, 'Domains': {'Include': ['MH']}}","MHCAT is grouping all records into one generic group. If no smaller categorization can be applied, then it is not necessary to include or populate this variable.",MHCAT,"MHCAT should not group all records.  If no smaller categorization can be applied, then it is not necessary to include or populate this variable.","{'all': [{'name': 'MHCAT', 'operator': 'has_same_values'}]}",
CDISC.SDTMIG.CG0096,CG0096,CDISC,SDTMIG,"3.4,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['INTERVENTIONS']}, 'Domains': {'Include': ['CM']}}",CMDECOD must be populated when CMTRT is populated,"CMTRT,CMDECOD","Raise an error when CMTRT is populated, CMDECOD is empty","{'all': [{'name': 'CMTRT', 'operator': 'non_empty'}, {'name': 'CMDECOD', 'operator': 'empty'}]}",
CDISC.SDTMIG.CG0097,CG0097,CDISC,SDTMIG,"3.4,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['INTERVENTIONS']}, 'Domains': {'Include': ['CM']}}",CMTRT was not collected on CRF,,Trigger error if CMTRT was not collected on CRF,"{'all': [{'name': None, 'operator': None}, {'name': None, 'operator': None}]}",
CDISC.SDTMIG.CG0098,CG0098,CDISC,SDTMIG,"3.4,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['INTERVENTIONS']}, 'Domains': {'Include': ['CM']}}",CMTRT must record the collected medication name only,,Trigger error if CMTRT contains more than just the medication name,"{'all': [{'name': None, 'operator': None}, {'name': None, 'operator': None}]}",
CDISC.SDTMIG.CG0099,CG0099,CDISC,SDTMIG,"3.4,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['INTERVENTIONS']}, 'Domains': {'Include': ['CM', 'SU']}}",--MODIFY is null when --TRT represents an alteration to the collected value.,,Trigger error if --TRT represents an alteration to the collected value for coding purposes and --MODIFY is null,"{'all': [{'name': '--MODIFY', 'operator': 'empty'}]}",
CDISC.SDTMIG.CG0103,CG0103,CDISC,SDTMIG,"3.4,3.2,3.3",Draft,Domain,Record Data,Fully Executable,"{'Classes': {'Include': ['INTERVENTIONS']}, 'Domains': {'Include': ['EX']}}",EXDOSU is not expressed using protocol-specific units,,Trigger error if EXDOSU not expressed in protocol-specified units,"{'all': [{'name': 'EXDOSU', 'operator': 'not_equal_to', 'value': 'TS.TSVAL'}, {'name': 'TS.TSPARMCD', 'operator': 'starts_with', 'value': 'DOSU'}]}",
CDISC.SDTMIG.CG0104,CG0104,CDISC,SDTMIG,"3.4,3.2,3.3",Draft,Study,Record Data,Fully Executable,"{'Classes': {'Include': ['INTERVENTIONS']}, 'Domains': {'Include': ['EX']}}",EXTRT is not a protocol-specified treatment,,Trigger error if EXTRT is not the protocol-specified treatment,"{'all': [{'name': 'EXTRT', 'operator': 'not_equal_to', 'value': 'TS.TSVAL'}, {'name': 'TS.TSPARMCD', 'operator': 'starts_with', 'value': 'TRT'}]}",
CDISC.SDTMIG.CG0105,CG0105,CDISC,SDTMIG,"3.4,3.2,3.3",Draft,Dataset,Record Data,Fully Executable,"{'Classes': {'Include': ['INTERVENTIONS']}, 'Domains': {'Include': ['EX']}}",EXVAMT is present when EC exists.,EXVAMT,"When EC exists, EXVAMT should not be used.","{'all': [{'name': '$EXVAMT_EXISTS', 'operator': 'equal_to', 'value': True}, {'name': 'EC', 'operator': 'exists'}]}","{'domain': 'EX', 'id': '$EXVAMT_EXISTS', 'name': 'EXVAMT', 'operator': 'variable_exists'}"
CDISC.SDTMIG.CG0107,CG0107,CDISC,SDTMIG,"3.4,3.2,3.3",Draft,Dataset,Record Data,Fully Executable,"{'Classes': {'Include': ['INTERVENTIONS']}, 'Domains': {'Include': ['EX']}}",EXVAMTU is present when EC domain exists.,,"When EC exists, EXVAMTU should not be used.","{'all': [{'name': '$EXVAMTU_EXISTS', 'operator': 'equal_to', 'value': True}, {'name': 'EC', 'operator': 'exists'}]}","{'domain': 'EX', 'id': '$EXVAMTU_EXISTS', 'name': 'EXVAMTU', 'operator': 'variable_exists'}"
CDISC.SDTMIG.CG0109,CG0109,CDISC,SDTMIG,3.2,Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['SPECIAL PURPOSE']}, 'Domains': {'Include': ['DM']}}",,,,{'all': []},
CDISC.SDTMIG.CG0117,CG0117,CDISC,SDTMIG,3.2,Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['SPECIAL PURPOSE']}, 'Domains': {'Include': ['DM']}}",,,,{'all': []},
CDISC.SDTMIG.CG0118,CG0118,CDISC,SDTMIG,3.2,Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['SPECIAL PURPOSE']}, 'Domains': {'Include': ['DM']}}",,,,{'all': []},
CDISC.SDTMIG.CG0119,CG0119,CDISC,SDTMIG,3.2,Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['SPECIAL PURPOSE']}, 'Domains': {'Include': ['DM']}}",,,,{'all': []},
CDISC.SDTMIG.CG0120,CG0120,CDISC,SDTMIG,3.2,Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['SPECIAL PURPOSE']}, 'Domains': {'Include': ['DM']}}",,,,{'all': []},
CDISC.SDTMIG.CG0121,CG0121,CDISC,SDTMIG,3.2,Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['SPECIAL PURPOSE']}, 'Domains': {'Include': ['DM']}}",,,,{'all': []},
CDISC.SDTMIG.CG0122,CG0122,CDISC,SDTMIG,3.2,Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['SPECIAL PURPOSE']}, 'Domains': {'Include': ['DM']}}",,,,{'all': []},
CDISC.SDTMIG.CG0124,CG0124,CDISC,SDTMIG,3.2,Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['SPECIAL PURPOSE']}, 'Domains': {'Include': ['DM']}}",,,,{'all': []},
CDISC.SDTMIG.CG0125,CG0125,CDISC,SDTMIG,3.2,Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['SPECIAL PURPOSE']}, 'Domains': {'Include': ['DM']}}",,,,{'all': []},
CDISC.SDTMIG.CG0126,CG0126,CDISC,SDTMIG,3.2,Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['SPECIAL PURPOSE']}, 'Domains': {'Include': ['DM']}}",,,,{'all': []},
CDISC.SDTMIG.CG0127,CG0127,CDISC,SDTMIG,3.2,Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['SPECIAL PURPOSE']}, 'Domains': {'Include': ['DM']}}",,,,{'all': []},
CDISC.SDTMIG.CG0128,CG0128,CDISC,SDTMIG,3.2,Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['SPECIAL PURPOSE']}, 'Domains': {'Include': ['DM']}}",,,,{'all': []},
CDISC.SDTMIG.CG0129,CG0129,CDISC,SDTMIG,3.2,Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['SPECIAL PURPOSE']}, 'Domains': {'Include': ['DM']}}",,,,{'all': []},
CDISC.SDTMIG.CG0138,CG0138,CDISC,SDTMIG,3.2,Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['SPECIAL PURPOSE']}, 'Domains': {'Include': ['DM']}}",,,,{'all': []},
CDISC.SDTMIG.CG0140,CG0140,CDISC,SDTMIG,"3.2,3.3,3.4",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['SPECIAL PURPOSE']}, 'Domains': {'Include': ['DM']}}",,,,{'all': []},
CDISC.SDTMIG.CG0141,CG0141,CDISC,SDTMIG,3.2,Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['SPECIAL PURPOSE']}, 'Domains': {'Include': ['DM']}}",,,,{'all': []},
CDISC.SDTMIG.CG0142,CG0142,CDISC,SDTMIG,3.2,Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['SPECIAL PURPOSE']}, 'Domains': {'Include': ['DM']}}",,,,{'all': []},
CDISC.SDTMIG.CG0143,CG0143,CDISC,SDTMIG,"3.4,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['EVENTS']}, 'Domains': {'Include': ['DS']}}","DM.RFICDTC is not equal to the earliest DSSTDTC, when DSTERM indicates Informed consent obtained.","DSDECOD,RFICDTC,DSSTDTC,$min_ds_dsstdtc",DM.RFICDTC must equal the earliest DS.DSSTDTC when DSTERM indicates informed consent obtained.,"{'all': [{'name': 'DSTERM', 'operator': 'contains', 'value': 'INFORMED CONSENT'}, {'name': 'RFICDTC', 'operator': 'date_not_equal_to', 'value': '$min_ds_dsstdtc'}, {'name': 'DSTERM', 'operator': 'contains', 'value': 'OBTAINED'}]}","{'operator': 'min_date', 'domain': 'DS', 'name': 'DSSTDTC', 'id': '$min_ds_dsstdtc', 'group': ['USUBJID']}"
CDISC.SDTMIG.CG0145,CG0145,CDISC,SDTMIG,3.2,Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['SPECIAL PURPOSE']}, 'Domains': {'Include': ['DM']}}",,,,{'all': []},
CDISC.SDTMIG.CG0146,CG0146,CDISC,SDTMIG,3.2,Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['SPECIAL PURPOSE']}, 'Domains': {'Include': ['DM']}}",,,,{'all': []},
CDISC.SDTMIG.CG0151,CG0151,CDISC,SDTMIG,"3.4,3.2,3.3",Draft,Study,Record Data,Fully Executable,"{'Classes': {'Include': ['SPECIAL PURPOSE']}, 'Domains': {'Include': ['DM']}}",USUBJID is not unique within study,USUBJID,USUBJID must be unique across all studies,"{'all': [{'name': 'USUBJID', 'operator': 'is_not_unique_set', 'value': 'DOMAIN'}]}",
CDISC.SDTMIG.CG0155,CG0155,CDISC,SDTMIG,"3.4,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['ALL']}, 'Domains': {'Include': ['AP']}}",AP Core Domain should start with 'AP' and length should be equal to 4.,,Raise error if variable label length = 4,"{'all': [{'name': 'DOMAIN', 'operator': 'starts_with', 'value': 'AP'}, {'name': 'DOMAIN', 'operator': 'matches_regex', 'value': '[A-Z]{0,4}$'}]}",
CDISC.SDTMIG.CG0156,CG0156,CDISC,SDTMIG,"3.2,3.3,3.4",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['ALL']}, 'Domains': {'Include': ['AP--']}}",,,,{'all': []},
CDISC.SDTMIG.CG0157,CG0157,CDISC,SDTMIG,"3.4,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['SPECIAL PURPOSE']}, 'Domains': {'Include': ['AP', 'DM']}}",RSUBJID is not in DM.USUBJID.,"APDM.RSUBJID,DM.USUBJID",Raise an error when RSUBJID in not in DM.USUBJID,"{'all': [{'name': 'RSUBJID', 'operator': 'is_not_contained_by', 'value': '$dm_rsubjid'}]}","{'domain': 'DM', 'id': '$dm_rsubjid', 'name': 'RSUBJID', 'operator': 'distinct'}"
CDISC.SDTMIG.CG0158,CG0158,CDISC,SDTMIG,"3.4,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['ASSOCIATE PERSONS']}, 'Domains': {'Include': ['ALL']}}",RSUBJID is not in POOLDEF.POOLID,,Trigger error if relationship described is to a pool and RSUBJID is not in POOLDEF.POOLID,"{'all': [{'name': None, 'operator': None}, {'name': 'RSUBJID', 'operator': 'is_not_contained_by', 'value': 'POOLDEF.POOLID'}]}",
CDISC.SDTMIG.CG0159,CG0159,CDISC,SDTMIG,"3.4,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['ASSOCIATED PERSONS']}, 'Domains': {'Include': ['ALL']}}",Relationship described is to a study (but not to individua study subject) and RSUBJID is not null,,Trigger error if relationship described is to a study (but not to individual study subject) and RSUBJID is not null,"{'all': [{'name': None, 'operator': None}, {'name': 'RSUBJID', 'operator': 'non_empty'}]}",
CDISC.SDTMIG.CG0160,CG0160,CDISC,SDTMIG,"3.4,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['ASSOCIATED PERSONS']}, 'Domains': {'Include': ['ALL']}}",SREL does not describe the relationship of associated person to study subject or pool when RSUBJID is not null,,Trigger error when RSUBJID ^= null and SREL does not describe the relationship of associated person to study subject or pool,"{'all': [{'name': 'RSUBJID', 'operator': 'non_empty'}, {'name': 'SREL', 'operator': None}]}",
CDISC.SDTMIG.CG0161,CG0161,CDISC,SDTMIG,"3.4,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['ASSOCIATED PERSONS']}, 'Domains': {'Include': ['ALL']}}",SREL does not describe relationship of associated person to device identified in RDEVID when RDEVID ^= null,,Trigger error when RDEVID ^= null and SREL does not describe relationship of associated person to device identified in RDEVID,"{'all': [{'name': 'RDEVID', 'operator': 'non_empty'}, {'name': 'SREL', 'operator': None}]}",
CDISC.SDTMIG.CG0162,CG0162,CDISC,SDTMIG,"3.4,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['ASSOCIATED PERSONS']}, 'Domains': {'Include': ['ALL']}}",SREL does not describe the relationship of associated person to study identified in STUDYID when RSUBJID = null and RDEVID = null,,Trigger error when RSUBJID = null and RDEVID = null and SREL does not describe the relationship of associated person to study identified in STUDYID,"{'all': [{'name': 'RSUBJID', 'operator': 'is_empty'}, {'name': 'RDEVID', 'operator': 'is_empty'}, {'name': 'SREL', 'operator': None}]}",
CDISC.SDTMIG.CG0167,CG0167,CDISC,SDTMIG,"3.4,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['SPECIAL PURPOSE']}, 'Domains': {'Include': ['CO']}}","Comments are not unsolicited, free-text and voluntary",,"Trigger error when comments are not unsolicited, free-text and voluntary","{'all': [{'name': None, 'operator': None}]}",
CDISC.SDTMIG.CG0169,CG0169,CDISC,SDTMIG,"3.4,3.2,3.3",Draft,Dataset,Record Data,Fully Executable,"{'Classes': {'Include': ['SPECIAL PURPOSE']}, 'Domains': {'Include': ['CO']}}",COVALn is present in dataset when no comments are greater than 200 characters,,Trigger error when there are no comments greater than 200 characters and COVALn is present,"{'all': [{'name': 'COVAL1', 'operator': 'exists'}, {'name': 'COVAL1', 'operator': 'empty'}]}",
CDISC.SDTMIG.CG0173,CG0173,CDISC,SDTMIG,"3.4,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['FINDINGS']}, 'Domains': {'Include': ['FA']}}","collected data fits a Qualifier variable listed in SDTM Sections 2.2.1, 2.2.2, or 2.2.3, and are represented in the Findings About domain, and the name of the variable is used as FATESTCD",,"Trigger error when collected data fits a Qualifier variable listed in SDTM Sections 2.2.1, 2.2.2, or 2.2.3, and are represented in the Findings About domain, and the name of the variable is used as FATESTCD","{'all': [{'name': None, 'operator': None}, {'name': None, 'operator': None}]}",
CDISC.SDTMIG.CG0174,CG0174,CDISC,SDTMIG,"3.4,3.2,3.3",Draft,Record,Record Data,Fully Executable,"{'Classes': {'Include': ['FINDINGS']}, 'Domains': {'Include': ['FA']}}","Related record is present in the parent domain dataset and FAOBJ is not in (--TERM, --TRT, --DECOD)",,"Trigger error when a related record is present in the parent domain dataset and FAOBJ is not in (--TERM, --TRT, --DECOD)","{'all': [{'name': None, 'operator': None}, {'name': 'FAOBJ', 'operator': 'is_not_contained_by', 'value': ['--TERM']}, {'name': 'FAOBJ', 'operator': 'is_not_contained_by', 'value': ['--TERM']}, {'name': 'FAOBJ', 'operator': 'is_not_contained_by', 'value': ['--TERM']}]}",
CDISC.SDTMIG.CG0180,CG0180,CDISC,SDTMIG,"3.4,3.2,3.3",Draft,Record,Record Data,Partially Executable - Possible Underreporting,"{'Classes': {'Include': ['FINDINGS']}, 'Domains': {'Include': ['LB']}}",LBORRES is non empty and LBORNRLO is non empty.,,Raise an error when LBORRES ^= continuous measurement and LBORNRLO is not empty.,"{'all': [{'name': 'LBORRES', 'operator': 'non_empty'}, {'name': 'LBORNRLO', 'operator': 'non_empty'}]}",
CDISC.SDTMIG.CG0181,CG0181,CDISC,SDTMIG,"3.4,3.2,3.3",Draft,Record,Record Data,Partially Executable - Possible Underreporting,"{'Classes': {'Include': ['FINDINGS']}, 'Domains': {'Include': ['LB']}}",LBORRES is not empty and LBORNRHI is empty.,,Raise an error when LBORRES is not empty and LBORNRHI is empty.,"{'all': [{'name': 'LBORRES', 'operator': 'non_empty'}, {'name': 'LBORNRHI', 'operator': 'empty'}]}",
CDISC.SDTMIG.CG0182,CG0182,CDISC,SDTMIG,"3.4,3.2,3.3",Draft,Record,Record Data,Partially Executable - Possible Underreporting,"{'Classes': {'Include': ['FINDINGS']}, 'Domains': {'Include': ['LB']}}",LBORRES is not empty and LBSTNRLO is empty.,,Raise an error when LBORRES is not empty and LBSTNRLO is empty.,"{'all': [{'name': 'LBORRES', 'operator': 'non_empty'}, {'name': 'LBSTNRLO', 'operator': 'empty'}]}",
